label,filepath
Robbery,Data/Trimmed-Videos/Robbery/Robbery088_x264_0_46.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_396.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery059_x264_0_14.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting051_x264_0_71.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting004_x264_0_27.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_489.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_148.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse026_x264_1_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery014_x264_0_22.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting041_x264_0_60.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion022_x264_0_26.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary044_x264_1_48.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson001_x264_1_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse027_x264_0_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary066_x264_0_0.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse045_x264_0_34.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents119_x264_1_14.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents107_x264_0_5.mp4
Arson,Data/Trimmed-Videos/Arson/Arson036_x264_0_22.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse021_x264_1_0.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion007_x264_0_125.mp4
Arson,Data/Trimmed-Videos/Arson/Arson010_x264_0_2.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery060_x264_0_12.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents131_x264_0_0.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_115.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery036_x264_1_50.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_671.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery129_x264_0_25.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting037_x264_0_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery095_x264_0_2.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents081_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting033_x264_1_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery037_x264_1_38.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion032_x264_0_28.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents042_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting006_x264_1_36.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting_3_0_9.mp4
Arson,Data/Trimmed-Videos/Arson/Arson019_x264_0_11.mp4
Arson,Data/Trimmed-Videos/Arson/Arson022_x264_2_38.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery029_x264_0_6.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse048_x264_0_11.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary028_x264_0_10.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery052_x264_0_24.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery026_x264_1_34.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery036_x264_0_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery014_x264_1_38.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary010_x264_0_39.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary084_x264_0_46.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse044_x264_0_5.mp4
Arson,Data/Trimmed-Videos/Arson/Arson019_x264_0_12.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery010_x264_0_19.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting008_x264_1_103.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_614.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery098_x264_1_17.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion007_x264_0_63.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents149_x264_1_21.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting024_x264_0_1.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_540.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault018_x264_0_0.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting024_x264_0_13.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse049_x264_0_20.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery082_x264_0_19.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery071_x264_0_1.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary027_x264_0_32.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery005_x264_1_23.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary023_x264_0_39.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents067_x264_0_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_117.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary075_x264_0_60.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_1077.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting008_x264_0_19.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery111_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents136_x264_0_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson041_x264_0_29.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_160.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting021_x264_0_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents148_x264_0_84.mp4
Arson,Data/Trimmed-Videos/Arson/Arson021_x264_0_0.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion026_x264_0_11.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting036_x264_0_8.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting035_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary087_x264_0_13.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse011_x264_1_2.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting052_x264_1_1.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary004_x264_0_18.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_39.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary018_x264_0_11.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary045_x264_0_93.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting050_x264_1_50.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_1019.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary096_x264_0_6.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_339.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_115.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault019_x264_0_12.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault010_x264_2_7.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary008_x264_0_29.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_33.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting047_x264_0_28.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary016_x264_0_6.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_344.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_516.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault010_x264_0_164.mp4
Arson,Data/Trimmed-Videos/Arson/Arson019_x264_0_126.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary072_x264_0_30.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse044_x264_0_25.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse025_x264_0_28.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion007_x264_0_203.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents149_x264_1_13.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson024_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_471.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_113.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary096_x264_0_61.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting051_x264_0_61.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting050_x264_0_128.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary077_x264_0_1.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion039_x264_0_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_861.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting050_x264_1_100.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary065_x264_0_58.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_12.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault010_x264_0_24.mp4
Assault,Data/Trimmed-Videos/Assault/Assault006_x264_0_44.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary051_x264_0_7.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery108_x264_0_2.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery111_x264_0_28.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_693.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary039_x264_0_95.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary023_x264_0_93.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery096_x264_0_14.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery096_x264_0_17.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents087_x264_0_12.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary054_x264_0_0.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery028_x264_0_10.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_289.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery060_x264_0_4.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse023_x264_0_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse044_x264_1_2.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary090_x264_0_5.mp4
Assault,Data/Trimmed-Videos/Assault/Assault050_x264_0_4.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery033_x264_0_6.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery021_x264_0_80.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents037_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents143_x264_1_4.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_186.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary001_x264_0_44.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary057_x264_0_23.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary065_x264_0_82.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion007_x264_0_19.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents106_x264_1_27.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery059_x264_0_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion024_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents104_x264_0_18.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents104_x264_0_26.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary076_x264_0_139.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion026_x264_0_14.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery096_x264_0_2.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary062_x264_0_9.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_0_18.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting008_x264_1_104.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery070_x264_0_2.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery091_x264_0_18.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting037_x264_0_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary006_x264_0_39.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse014_x264_1_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents147_x264_1_20.mp4
Arson,Data/Trimmed-Videos/Arson/Arson016_x264_0_22.mp4
Assault,Data/Trimmed-Videos/Assault/Assault042_x264_0_18.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting050_x264_0_96.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery001_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary074_x264_0_12.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse015_x264_1_23.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting036_x264_0_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery135_x264_1_24.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault010_x264_0_10.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting032_x264_0_102.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion007_x264_0_6.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery124_x264_0_53.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents034_x264_1_1.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_409.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse042_x264_0_27.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary025_x264_0_51.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson028_x264_0_0.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery119_x264_0_25.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary053_x264_0_29.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_565.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion024_x264_0_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary029_x264_0_6.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary027_x264_0_27.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary039_x264_0_83.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting020_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting027_x264_0_20.mp4
Assault,Data/Trimmed-Videos/Assault/Assault046_x264_0_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting011_x264_1_21.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery062_x264_0_15.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery034_x264_0_48.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary077_x264_0_7.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery142_x264_0_24.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion007_x264_0_168.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_343.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting009_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion017_x264_0_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault010_x264_0_44.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion052_x264_0_40.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery039_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson037_x264_1_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery090_x264_1_33.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting041_x264_1_149.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery020_x264_0_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting041_x264_0_54.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_730.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse020_x264_1_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_307.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_607.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_880.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery063_x264_0_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery014_x264_0_7.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary096_x264_0_70.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary014_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_866.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting045_x264_0_35.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery050_x264_0_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse027_x264_0_16.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents145_x264_1_4.mp4
Arson,Data/Trimmed-Videos/Arson/Arson040_x264_1_9.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery128_x264_0_29.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery010_x264_0_14.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery059_x264_0_65.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting032_x264_0_65.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents145_x264_0_2.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting045_x264_0_69.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary031_x264_0_11.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting008_x264_1_34.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting040_x264_0_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse039_x264_0_47.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents132_x264_0_0.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting019_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_0_13.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents145_x264_1_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary_3_0_12.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery066_x264_1_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault010_x264_0_87.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary055_x264_0_11.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary018_x264_0_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents024_x264_1_37.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary019_x264_0_15.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_302.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary100_x264_0_50.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery044_x264_0_3.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting003_x264_0_11.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery060_x264_0_27.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary041_x264_0_18.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion028_x264_0_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents062_x264_1_42.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion043_x264_0_21.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary052_x264_0_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting032_x264_0_105.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting039_x264_0_28.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_1388.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion030_x264_0_18.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting021_x264_0_6.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting020_x264_0_13.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary045_x264_0_12.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting045_x264_0_60.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion028_x264_1_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery037_x264_0_34.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary058_x264_0_142.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson027_x264_0_10.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery105_x264_0_12.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_311.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery073_x264_0_59.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents048_x264_1_2.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse031_x264_0_4.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary_5_1_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary034_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse027_x264_1_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting008_x264_1_99.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_450.mp4
Arson,Data/Trimmed-Videos/Arson/Arson022_x264_1_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents015_x264_1_4.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting_1_2_0.mp4
Arson,Data/Trimmed-Videos/Arson/Arson042_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery128_x264_1_17.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse015_x264_0_23.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents013_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_277.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse045_x264_0_19.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting044_x264_0_11.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary100_x264_0_15.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents059_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion043_x264_0_63.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault017_x264_1_14.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery135_x264_0_8.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery034_x264_0_36.mp4
Arson,Data/Trimmed-Videos/Arson/Arson024_x264_0_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting030_x264_0_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting019_x264_1_8.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary075_x264_0_103.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_895.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting050_x264_0_98.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_971.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary039_x264_1_1.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery026_x264_0_8.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery067_x264_0_9.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery002_x264_0_15.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents104_x264_0_50.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary049_x264_0_93.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary052_x264_0_48.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting029_x264_0_11.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery036_x264_1_9.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery027_x264_0_16.mp4
Arson,Data/Trimmed-Videos/Arson/Arson007_x264_0_47.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_635.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery121_x264_0_4.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion032_x264_0_19.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_160.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery129_x264_0_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary006_x264_0_59.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting043_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary036_x264_0_2.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery115_x264_0_16.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery042_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents040_x264_1_10.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery110_x264_0_11.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_655.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault028_x264_1_8.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting014_x264_0_81.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting050_x264_0_116.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary079_x264_0_41.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse042_x264_1_84.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery036_x264_1_48.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion051_x264_0_8.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse042_x264_0_85.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion007_x264_0_29.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary053_x264_0_13.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse003_x264_2_10.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting017_x264_0_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault010_x264_0_83.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents108_x264_1_29.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_0_91.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson032_x264_1_2.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting_2_0_17.mp4
